id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,distance_km,pickup_hour
id2435981,2,2016-04-28 01:45:55,2016-04-28 02:10:20,5,-73.9808120727539,40.73012924194336,-73.95352172851561,40.81169891357422,N,1465,9.346660209238996,1
id0117540,1,2016-01-13 01:04:16,2016-01-13 01:10:05,1,-73.99710083007811,40.72248458862305,-73.99971771240233,40.73361587524414,N,349,1.2554351871606604,1
id1940490,2,2016-02-20 01:12:08,2016-02-20 01:33:53,1,-73.98771667480467,40.719890594482415,-73.98406982421875,40.76142120361328,N,1305,4.620307893786497,1
id3010281,2,2016-02-19 01:33:03,2016-02-19 01:38:26,5,-73.95818328857422,40.81600189208984,-73.95600891113281,40.823101043701165,N,323,0.8093901336809888,1
id1933508,1,2016-01-03 02:54:11,2016-01-03 02:55:25,2,-73.99112701416014,40.760696411132805,-73.99522399902342,40.75473403930664,N,74,0.7478527449979347,2
id2621810,2,2016-06-06 02:49:13,2016-06-06 02:58:45,2,-73.98809051513672,40.73211669921875,-73.93904876708984,40.749805450439446,N,572,4.607812782682174,2
id3022071,2,2016-01-02 02:35:29,2016-01-02 02:53:21,1,-74.0052719116211,40.727989196777344,-73.95600891113281,40.66463851928711,N,1072,8.184247936244224,2
id0281333,1,2016-03-30 02:50:46,2016-03-30 03:15:33,2,-73.98558044433594,40.72718048095703,-73.86795043945312,40.853736877441406,N,1487,17.24269618400928,2
id1851036,1,2016-06-11 02:13:43,2016-06-11 02:39:19,1,-73.91179656982422,40.76798629760742,-73.95687103271484,40.8216209411621,N,1536,7.079731428355361,2
id1777339,2,2016-03-27 02:04:10,2016-03-27 02:22:16,5,-73.9724884033203,40.74948120117188,-73.97505950927734,40.64712142944336,N,1086,11.364036287482701,2
id1467096,1,2016-03-29 02:45:20,2016-03-29 02:48:35,1,-73.98725128173827,40.72516250610352,-73.98284912109375,40.73867034912109,N,195,1.5453561170591554,2
id2869723,2,2016-01-31 02:16:41,2016-01-31 02:32:18,6,-73.99237823486328,40.75917053222656,-73.95591735839844,40.76948928833008,N,937,3.3040554381312908,2
id2650015,2,2016-03-25 02:17:39,2016-03-25 02:25:30,1,-73.98822021484375,40.74592971801758,-73.98066711425781,40.7301139831543,N,471,1.8692579161138776,2
id0412080,2,2016-04-17 02:42:04,2016-04-17 02:51:22,3,-73.99241638183594,40.72438049316406,-74.00373077392578,40.74446868896485,N,558,2.428348001475646,2
id1181792,2,2016-05-22 02:41:30,2016-05-22 02:48:11,2,-74.00218200683594,40.73457717895508,-73.9855728149414,40.73874282836913,N,401,1.4855733864491814,2
id1929609,2,2016-05-21 02:48:30,2016-05-21 02:53:06,6,-73.99221801757811,40.72652053833008,-73.9999008178711,40.73036956787109,N,276,0.7803810780506101,2
id0107540,1,2016-06-09 02:21:16,2016-06-09 02:46:45,1,-73.98265075683594,40.757678985595696,-73.79012298583984,40.646934509277344,N,1529,20.467476189547398,2
id2577510,1,2016-05-08 02:24:08,2016-05-08 02:33:55,1,-73.9668426513672,40.76081848144531,-73.9812774658203,40.779144287109375,N,587,2.3755533821546977,2
id0450767,2,2016-03-26 02:11:22,2016-03-26 02:47:01,1,-73.98825073242188,40.74583053588867,-73.90888214111328,40.68421173095703,N,2139,9.606991985212815,2
id1770787,1,2016-03-20 02:05:05,2016-03-20 02:18:13,1,-73.98953247070312,40.72298049926758,-73.96643829345702,40.690723419189446,N,788,4.083335173470003,2
id0664468,2,2016-02-17 02:28:54,2016-02-17 02:50:05,6,-73.98555755615233,40.72320938110352,-73.96304321289062,40.80402755737305,N,1271,9.172670761033729,2
id0792716,1,2016-03-20 02:54:16,2016-03-20 03:03:28,1,-73.9865493774414,40.72194290161133,-73.9826431274414,40.73981475830078,N,552,2.011370760518152,2
id1731374,1,2016-05-01 02:12:58,2016-05-01 02:21:31,1,-73.97976684570312,40.78377151489258,-73.95761871337889,40.82034683227539,N,513,4.475110600689231,2
id3252195,2,2016-04-09 02:44:41,2016-04-09 03:03:47,2,-73.98900604248048,40.75886917114258,-73.92698669433594,40.76601791381836,N,1146,5.331031374980698,2
id0508733,2,2016-06-04 03:44:54,2016-06-04 03:59:10,2,-74.00071716308595,40.73214340209961,-73.95285797119139,40.780078887939446,N,856,6.697776171809813,3
id2013666,1,2016-03-31 03:12:11,2016-03-31 03:19:32,1,-73.96302795410156,40.7667236328125,-73.9574203491211,40.800411224365234,N,441,3.7695789932130683,3
id1167991,1,2016-04-08 03:07:20,2016-04-08 03:21:22,1,-73.9915313720703,40.72685241699219,-73.99095916748048,40.76032257080078,N,842,3.7155054274320225,3
id0368336,2,2016-02-27 03:51:31,2016-02-27 04:03:30,4,-73.98563385009764,40.7192611694336,-73.98391723632812,40.75738143920898,N,719,4.233864985930717,3
id1559725,2,2016-03-12 03:15:50,2016-03-12 03:30:55,1,-74.00057983398438,40.72988128662109,-73.97707366943358,40.74753952026367,N,905,2.7989195198411543,3
id3901348,1,2016-01-10 03:55:22,2016-01-10 04:05:36,1,-73.9140625,40.76532745361328,-73.92346954345702,40.743919372558594,N,614,2.5072186760405106,3
id0726836,2,2016-06-12 03:30:36,2016-06-12 03:49:03,1,-73.95734405517578,40.72243881225586,-73.97605895996092,40.7450065612793,N,1107,2.96743412081875,3
id1811553,2,2016-04-30 03:37:31,2016-04-30 03:52:28,1,-74.00245666503906,40.75017547607422,-74.009765625,40.70608139038086,N,897,4.933714955619612,3
id1186433,2,2016-01-17 03:45:56,2016-01-17 04:01:03,1,-74.00506591796875,40.71945571899414,-73.962158203125,40.77669143676758,N,907,7.325602126146859,3
id0293532,2,2016-05-15 03:33:25,2016-05-15 03:45:05,6,-73.98748016357422,40.72158050537109,-73.97765350341797,40.7446517944336,N,700,2.6936861943682255,3
id3968449,1,2016-05-15 03:39:14,2016-05-15 03:48:59,1,-73.97853088378906,40.74508666992188,-73.99527740478516,40.74972152709961,N,585,1.5135721335550394,3
id0803316,2,2016-02-21 03:40:14,2016-02-21 03:47:15,1,-73.98680877685547,40.749298095703125,-73.98312377929686,40.76580429077149,N,421,1.858768776616286,3
id1279971,2,2016-04-06 03:12:09,2016-04-06 03:24:19,1,-73.98703765869139,40.721099853515625,-73.94623565673827,40.693450927734375,N,730,4.631107223636354,3
id0865605,2,2016-01-31 03:43:06,2016-01-31 03:45:45,3,-74.00231170654298,40.73440933227539,-74.00698852539062,40.732818603515625,N,159,0.4349793840233255,3
id1506475,1,2016-02-04 03:58:10,2016-02-04 04:13:28,1,-73.98667907714845,40.7408561706543,-73.95774078369139,40.718788146972656,N,918,3.4714107602203756,3
id2262763,1,2016-05-23 03:12:31,2016-05-23 03:38:50,3,-74.00211334228516,40.70909118652344,-73.903076171875,40.774147033691406,N,1579,11.091038031897066,3
id0664558,2,2016-06-18 03:52:16,2016-06-18 04:07:24,3,-74.00029754638672,40.71834945678711,-73.97022247314453,40.74982833862305,N,908,4.329458431576169,3
id3854023,1,2016-01-23 03:59:14,2016-01-23 04:00:59,1,-73.99004364013672,40.73508834838867,-73.99416351318358,40.72832489013672,N,105,0.8284013727505696,3
id2269623,1,2016-02-27 03:48:27,2016-02-27 03:53:32,2,-74.00403594970702,40.7420654296875,-73.98994445800781,40.74822998046875,N,305,1.3794520747780443,3
id1379135,2,2016-06-26 03:22:35,2016-06-26 03:25:55,5,-73.98216247558594,40.75724029541016,-73.9864501953125,40.756080627441406,N,200,0.3865203134573111,3
id1471228,2,2016-02-23 04:13:25,2016-02-23 04:27:33,1,-73.95458221435547,40.7641716003418,-73.9373321533203,40.849876403808594,N,848,9.62556543299982,4
id3765984,2,2016-06-21 04:35:51,2016-06-21 04:57:54,1,-74.00254058837889,40.719688415527344,-73.91835021972656,40.70132827758789,N,1323,7.440717349503234,4
id3080424,1,2016-01-05 04:50:55,2016-01-05 05:37:11,1,-73.97617340087889,40.76276397705078,-73.78412628173827,40.64349365234375,N,2776,21.017716916392853,4
id3503991,1,2016-02-19 04:16:05,2016-02-19 04:47:00,2,-73.98869323730467,40.731178283691406,-73.90765380859375,40.64632034301758,N,1855,11.669246162983821,4
id2321651,1,2016-01-09 04:47:07,2016-01-09 04:52:34,1,-74.00390625,40.73834228515625,-73.99552154541014,40.759910583496094,N,327,2.4979122326579954,4
id1129258,2,2016-03-27 04:14:35,2016-03-27 04:16:15,3,-73.95243072509764,40.78096771240234,-73.94715118408203,40.79016876220703,N,100,1.1155598925521544,4
id1555300,2,2016-01-30 04:06:33,2016-01-30 04:08:05,1,-73.99640655517578,40.7220115661621,-73.99476623535155,40.7195701599121,N,92,0.30476027096959174,4
id1216472,2,2016-02-19 04:10:13,2016-02-19 04:27:33,1,-73.97811889648438,40.68512725830078,-73.99813842773438,40.76072692871094,N,1040,8.562358544477433,4
id0403808,1,2016-05-28 04:12:25,2016-05-28 04:37:17,1,-73.99140167236328,40.75475311279297,-73.94984436035155,40.67842864990234,N,1492,9.178926580809106,4
id2300061,1,2016-01-30 04:00:39,2016-01-30 04:18:34,1,-73.99291229248048,40.72418594360352,-74.0401611328125,40.71170425415039,N,1075,4.248410593285841,4
id0068980,1,2016-03-26 04:01:39,2016-03-26 04:12:34,1,-73.98722076416014,40.733562469482415,-73.95701599121092,40.712505340576165,N,655,3.4719931487203946,4
id2105012,2,2016-05-29 04:23:41,2016-05-29 04:28:14,1,-73.9900131225586,40.729351043701165,-73.97830963134764,40.7308464050293,N,273,1.0085492727318612,4
id1872611,2,2016-01-20 04:22:35,2016-01-20 04:26:24,5,-73.96768188476561,40.76015853881836,-73.97731018066406,40.76428985595703,N,229,0.9381253248831549,4
id2628006,1,2016-01-13 04:17:40,2016-01-13 04:23:56,1,-73.99396514892578,40.751026153564446,-73.98944854736328,40.76941680908203,N,376,2.0771494134565467,4
id0040854,2,2016-03-13 04:10:26,2016-03-13 04:22:59,6,-73.96156311035155,40.682411193847656,-73.93299865722656,40.69723510742188,N,753,2.933018901573554,4
id3105017,1,2016-01-12 04:10:36,2016-01-12 04:28:41,1,-73.98548889160156,40.719146728515625,-73.91169738769531,40.69290542602539,N,1085,6.915618785820808,4
id3706322,2,2016-06-19 04:20:19,2016-06-19 04:45:21,1,-73.98419952392578,40.72515106201172,-73.97205352783203,40.6453514099121,N,1502,8.917724286032778,4
id1841509,2,2016-02-21 04:30:38,2016-02-21 04:32:16,3,-73.98282623291014,40.74488067626953,-73.987548828125,40.738426208496094,N,98,0.8212388526282637,4
id2687190,2,2016-04-09 04:44:50,2016-04-09 05:01:54,1,-73.99324035644531,40.74748611450195,-74.00126647949219,40.675586700439446,N,1024,8.009940788070265,4
id3086347,2,2016-03-08 04:06:25,2016-03-08 04:21:34,2,-74.0063247680664,40.70966339111328,-74.02167510986328,40.63825225830078,N,909,8.033305830464741,4
id1230333,1,2016-04-28 05:30:20,2016-04-28 05:36:43,1,-73.9909896850586,40.75594329833984,-73.97348022460938,40.760299682617195,N,383,1.564889191078258,5
id1621587,1,2016-01-08 05:38:41,2016-01-08 05:38:57,1,-73.99565887451173,40.74265670776367,-73.99567413330078,40.74264907836913,N,16,0.0015489925721954064,5
id2089012,1,2016-02-20 05:02:06,2016-02-20 05:21:23,1,-73.98825073242188,40.723529815673835,-73.92420959472656,40.741729736328125,N,1157,5.806274952353609,5
id2766238,2,2016-05-05 05:22:40,2016-05-05 05:30:32,1,-73.9122314453125,40.74593353271485,-73.94253540039062,40.76028060913086,N,472,3.028377361893968,5
id3681752,2,2016-03-18 05:49:51,2016-03-18 06:11:38,1,-73.98283386230467,40.76409912109375,-73.87102508544923,40.77410125732422,N,1307,9.568375782777135,5
id0930163,1,2016-04-09 05:12:42,2016-04-09 05:20:36,1,-73.95216369628906,40.732757568359375,-73.9869613647461,40.72086334228516,N,474,3.2390856233658454,5
id3381075,2,2016-02-11 05:52:43,2016-02-11 06:25:35,3,-73.99734497070312,40.73948669433594,-73.78624725341797,40.64410018920898,N,1972,20.834248230507317,5
id3061302,2,2016-04-03 05:50:22,2016-04-03 06:15:47,1,-73.99029541015625,40.760860443115234,-73.88378143310547,40.734188079833984,N,1525,9.525471697167738,5
id3824802,2,2016-02-03 05:31:00,2016-02-03 05:37:56,1,-73.95282745361328,40.76784133911133,-73.97884368896483,40.737010955810554,N,416,4.074489718139896,5
id3326747,2,2016-02-15 05:38:40,2016-02-15 05:53:04,1,-73.95252227783203,40.768508911132805,-73.87268829345702,40.77431869506836,N,864,6.816462648751329,5
id0924439,2,2016-06-28 05:54:10,2016-06-28 06:04:27,1,-73.99656677246092,40.73722839355469,-73.98129272460938,40.721088409423835,N,617,2.2125046317452317,5
id2248569,1,2016-02-23 05:44:24,2016-02-23 06:01:58,1,-73.98212432861328,40.743267059326165,-73.88523864746092,40.77249526977539,N,1054,8.85130331543735,5
id2745968,2,2016-06-02 05:33:11,2016-06-02 05:44:04,2,-73.92250061035155,40.74378204345703,-73.96134948730467,40.76919174194336,N,653,4.342730993305215,5
id3881152,1,2016-06-01 05:40:27,2016-06-01 05:54:18,2,-73.95004272460938,40.77629470825195,-73.99149322509764,40.74954605102539,N,831,4.607510260114165,5
id2324185,1,2016-01-11 05:48:20,2016-01-11 05:57:35,1,-73.96615600585938,40.789581298828125,-73.98306274414062,40.754253387451165,N,555,4.176426900062409,5
id3332616,2,2016-03-20 05:58:11,2016-03-20 06:21:27,1,-73.79010009765625,40.644981384277344,-73.9787368774414,40.76224136352539,N,1396,20.652015814325072,5
id0916209,1,2016-03-03 05:13:30,2016-03-03 05:40:37,1,-73.97333526611328,40.75564193725586,-74.18334197998048,40.68807601928711,N,1627,19.36207961473132,5
id3867453,1,2016-03-31 05:25:44,2016-03-31 05:31:50,2,-73.98185729980467,40.743560791015625,-74.00257873535155,40.756141662597656,N,366,2.2477550054182163,5
id0222411,1,2016-02-03 05:34:29,2016-02-03 05:47:37,1,-73.9490737915039,40.7813835144043,-73.99539184570312,40.736862182617195,N,788,6.318409541115145,5
id0415386,1,2016-03-25 05:38:35,2016-03-25 05:50:04,1,-73.97889709472656,40.78510284423828,-73.97903442382812,40.75071716308594,N,689,3.816828457629309,5
id3735941,2,2016-01-28 06:16:57,2016-01-28 06:18:39,3,-73.96062469482422,40.77267837524414,-73.96649169921875,40.764122009277344,N,102,1.0727230384472628,6
id1511506,2,2016-02-28 06:46:05,2016-02-28 06:59:09,1,-73.98650360107422,40.72198486328125,-73.99119567871094,40.75632095336913,N,784,3.8321163969711955,6
id0638104,1,2016-05-24 06:06:55,2016-05-24 06:13:50,1,-74.00408172607422,40.73824691772461,-73.98028564453125,40.751331329345696,N,415,2.4900922132795493,6
id2658364,2,2016-01-19 06:57:43,2016-01-19 07:02:52,5,-73.95719909667967,40.777305603027344,-73.9541015625,40.76650619506836,N,309,1.2273083230469204,6
id1076113,1,2016-04-14 06:11:53,2016-04-14 06:16:21,1,-73.97810363769531,40.75215530395508,-73.9784927368164,40.76279067993164,N,268,1.1809899321031467,6
id0976684,1,2016-04-04 06:46:06,2016-04-04 06:58:55,1,-73.93954467773438,40.75164794921875,-73.96846008300781,40.76212310791016,N,769,2.718969965265704,6
id3527764,2,2016-04-09 06:22:38,2016-04-09 06:28:15,1,-74.00106048583984,40.729148864746094,-73.98877716064453,40.73394012451172,N,337,1.1717301458994493,6
id0579122,1,2016-02-18 06:26:46,2016-02-18 06:29:23,1,-73.97758483886719,40.7547264099121,-73.97466278076173,40.763229370117195,N,157,0.9759623476086815,6
id1965750,1,2016-02-06 06:25:55,2016-02-06 06:55:58,1,-73.78199768066406,40.644634246826165,-73.98514556884764,40.71890640258789,N,1803,19.13467997199303,6
id2796840,1,2016-03-13 06:21:11,2016-03-13 06:24:59,1,-73.98029327392578,40.74536895751953,-73.9832763671875,40.7429084777832,N,228,0.37267278650209834,6
id0833813,1,2016-03-04 06:36:12,2016-03-04 06:43:15,1,-73.97811889648438,40.74506759643555,-73.9846954345703,40.75422668457031,N,423,1.1602079534746563,6
id2708346,2,2016-06-03 06:32:56,2016-06-03 06:37:33,1,-73.97457885742188,40.78830337524414,-73.95558929443358,40.78778076171875,N,277,1.615154939106308,6
id2410885,1,2016-02-26 06:05:12,2016-02-26 06:16:40,3,-73.9461669921875,40.792213439941406,-73.97907257080078,40.75603866577149,N,688,4.893516240528082,6
id0291496,2,2016-01-19 06:26:49,2016-01-19 06:33:05,6,-73.99336242675781,40.75265121459961,-73.97408294677734,40.76034927368164,N,376,1.8481516243623402,6
id2961228,1,2016-04-06 06:20:36,2016-04-06 06:33:19,1,-74.01583862304686,40.71116638183594,-73.9873046875,40.69392013549805,N,763,3.089848253087594,6
id0084762,1,2016-01-04 06:12:31,2016-01-04 06:16:18,1,-73.97350311279298,40.74755859375,-73.98570251464844,40.75130081176758,N,227,1.1170538262737806,6
id2111499,1,2016-03-21 06:29:49,2016-03-21 06:31:59,1,-73.99034881591797,40.75680923461913,-73.98849487304686,40.7641487121582,N,130,0.8297830137372899,6
id1959058,2,2016-01-04 06:49:42,2016-01-04 07:08:37,1,-73.96703338623048,40.803985595703125,-74.01371002197266,40.715190887451165,N,1135,10.62478681073451,6
id2182158,1,2016-06-21 06:24:09,2016-06-21 06:31:54,1,-73.98050689697266,40.73060607910156,-73.97281646728516,40.75763320922852,N,465,3.0704030249480745,6
id2243107,1,2016-01-12 06:28:35,2016-01-12 06:40:27,1,-73.99153900146483,40.73021697998047,-73.95968627929686,40.77364349365234,N,712,5.528667312591249,6
id3267151,2,2016-06-30 07:25:11,2016-06-30 07:35:04,3,-73.9898910522461,40.756641387939446,-73.97933959960938,40.75236892700195,N,593,1.0145386179152096,7
id0387907,1,2016-02-29 07:41:23,2016-02-29 07:55:41,1,-73.99996185302734,40.76147079467773,-74.0133056640625,40.71636962890625,N,858,5.133107903919191,7
id0175666,1,2016-03-03 07:33:37,2016-03-03 07:49:10,1,-73.98246002197266,40.77288818359375,-73.95892333984375,40.76568222045898,N,933,2.1545884473684613,7
id2026530,2,2016-05-25 07:21:21,2016-05-25 07:31:12,1,-73.94818878173827,40.77448272705078,-73.97178649902342,40.755706787109375,N,591,2.8925512380891014,7
id1651758,1,2016-04-28 07:27:48,2016-04-28 07:35:41,1,-73.96047210693358,40.81424331665039,-73.97462463378906,40.79302215576172,N,473,2.6449451211523143,7
id0441275,1,2016-04-22 07:21:40,2016-04-22 07:32:25,1,-74.00627899169923,40.73395538330078,-73.98587036132812,40.760356903076165,N,645,3.405515155662522,7
id3903211,1,2016-04-28 07:16:15,2016-04-28 07:20:31,1,-73.98926544189453,40.74160003662109,-73.99444580078125,40.75010681152344,N,256,1.0418746662662282,7
id1022007,2,2016-03-11 07:48:19,2016-03-11 07:54:36,1,-73.98612213134764,40.72238159179688,-73.98944854736328,40.7342185974121,N,377,1.3439859306895126,7
id2315759,2,2016-05-12 07:58:36,2016-05-12 08:17:58,5,-73.95530700683594,40.77706527709961,-73.96096801757811,40.81026458740234,N,1162,3.716406150778142,7
id3580426,1,2016-03-29 07:37:32,2016-03-29 07:43:08,1,-73.98358154296875,40.73839569091797,-73.9747543334961,40.75192260742188,N,336,1.6785215860274796,7
id3522451,1,2016-04-01 07:57:46,2016-04-01 08:10:44,1,-73.97196197509764,40.76036071777344,-73.94823455810547,40.776329040527344,N,778,2.6850147026609315,7
id2849244,2,2016-05-17 07:40:46,2016-05-17 08:26:50,1,-73.9918212890625,40.72608184814453,-73.96161651611328,40.80559158325195,N,2764,9.191433234523382,7
id2802429,2,2016-04-19 07:07:49,2016-04-19 07:14:57,1,-74.00066375732422,40.73208618164063,-73.98439788818358,40.7544059753418,N,428,2.8371766845180644,7
id0187335,2,2016-01-19 07:41:22,2016-01-19 08:04:53,1,-73.96796417236328,40.76716613769531,-74.00658416748048,40.704395294189446,N,1411,7.702146421055692,7
id0327869,2,2016-06-23 07:25:23,2016-06-23 07:33:08,5,-73.94001770019531,40.75117874145508,-73.96473693847656,40.76013946533203,N,465,2.3246674561613614,7
id3624702,2,2016-06-01 07:16:54,2016-06-01 07:24:24,2,-73.99183654785155,40.74996948242188,-73.97869110107422,40.757129669189446,N,450,1.3711952563310952,7
id3165752,2,2016-03-14 07:50:20,2016-03-14 08:11:06,2,-73.97052764892578,40.788330078125,-73.97348022460938,40.75546646118164,N,1246,3.656484484836896,7
id2673542,2,2016-06-16 07:09:13,2016-06-16 07:14:39,6,-73.9830322265625,40.764381408691406,-73.97187805175781,40.759719848632805,N,326,1.0801110611033462,7
id0811141,1,2016-06-09 07:24:55,2016-06-09 07:31:58,1,-73.99483489990233,40.75049591064453,-73.98088836669923,40.76514434814453,N,423,2.0122385800102047,7
id3136677,1,2016-05-14 07:49:46,2016-05-14 07:51:37,1,-73.99185943603516,40.76456069946289,-73.98423767089844,40.76172256469727,N,111,0.7203856156225681,7
id1148932,1,2016-03-16 08:17:46,2016-03-16 08:30:06,1,-73.9925765991211,40.75436401367188,-73.97441101074217,40.75704956054688,N,740,1.5725866244971887,8
id2886842,2,2016-01-05 08:54:15,2016-01-05 09:04:14,3,-73.97885131835938,40.762298583984375,-73.98879241943358,40.75894165039063,N,599,0.9235039562428508,8
id0009579,1,2016-01-05 08:00:04,2016-01-05 08:08:24,1,-73.97175598144531,40.74680709838867,-73.97378540039062,40.76315689086913,N,500,1.8230066853045461,8
id1450723,2,2016-06-07 08:11:06,2016-06-07 08:22:35,2,-73.99547576904298,40.72526550292969,-74.01182556152342,40.716796875,N,689,1.6777929882554807,8
id3533961,2,2016-05-24 08:46:37,2016-05-24 08:57:04,6,-73.97769927978516,40.74634552001953,-73.97506713867188,40.755229949951165,N,627,1.0112322539873517,8
